select name, country, age FROM singer ORDER BY age	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/concert_singer/concert_singer.sqlite	SELECT name ,  country ,  age FROM singer ORDER BY age DESC
select T1.area_code FROM AS T1 JOIN votes AS T2 ON T1.vote_id = T2.vote_id JOIN contestants AS T3 ON T2.contestant_number = T3.contestant_number WHERE T3.contestant_name = 'Tabatha Gehling' INTERSECT T1.area_code FROM AS T1 JOIN votes AS T2 ON T1.vote_id = T2.vote_id JOIN contestants AS T3 ON T2.contestant_number = T3.contestant_number WHERE T3.contestant_name = 'Kelly Clauss'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/voter_1/voter_1.sqlite	SELECT T3.area_code FROM contestants AS T1 JOIN votes AS T2 ON T1.contestant_number  =  T2.contestant_number JOIN area_code_state AS T3 ON T2.state  =  T3.state WHERE T1.contestant_name  =  'Tabatha Gehling' INTERSECT SELECT T3.area_code FROM contestants AS T1 JOIN votes AS T2 ON T1.contestant_number  =  T2.contestant_number JOIN area_code_state AS T3 ON T2.state  =  T3.state WHERE T1.contestant_name  =  'Kelly Clauss'

select contestant_name FROM participants WHERE contestant_name LIKE '%Al%'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/voter_1/voter_1.sqlite	select contestant_name from contestants where contestant_name like "%al%"

select sum(surfacearea) FROM country WHERE region = 'Carribean'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT sum(SurfaceArea) FROM country WHERE Region  =  "Caribbean"

select region FROM country WHERE city = 'Khanul'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Region FROM country AS T1 JOIN city AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Name  =  "Kabul"

select region FROM country WHERE name = 'Khanull'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Region FROM country AS T1 JOIN city AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Name  =  "Kabul"

select Language FROM countrylanguage WHERE CountryCode = "Aruban" GROUP BY Language ORDER BY COUNT(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  "Aruba" ORDER BY Percentage DESC LIMIT 1

select t1.language FROM country AS t1 JOIN countrylanguage AS t2 ON t1.countrycode = t2.countrycode WHERE t1.name = "Aruban" GROUP BY t2.language ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  "Aruba" ORDER BY Percentage DESC LIMIT 1

select Population, LifeExpectancy FROM country WHERE Country = "Brazil"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Population ,  LifeExpectancy FROM country WHERE Name  =  "Brazil"

select Population, LifeExpectancy FROM country	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Population ,  LifeExpectancy FROM country WHERE Name  =  "Brazil"

select region, population FROM country WHERE country = 'Angola'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Population ,  Region FROM country WHERE Name  =  "Angola"

select region, population FROM country WHERE country = 'Angola'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Population ,  Region FROM country WHERE Name  =  "Angola"

select avg(LifeExpectancy) FROM country WHERE Continent = "Central Africa"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT avg(LifeExpectancy) FROM country WHERE Region  =  "Central Africa"

select Name FROM country ORDER BY LifeExpectancy LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Name FROM country WHERE Continent  =  "Asia" ORDER BY LifeExpectancy LIMIT 1

select sum(population), max(gnp) FROM country WHERE region = 'Asia'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT sum(Population) ,  max(GNP) FROM country WHERE Continent  =  "Asia"

select count(*), GNP FROM country WHERE region = 'Asia' GROUP BY GNP ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT sum(Population) ,  max(GNP) FROM country WHERE Continent  =  "Asia"

select avg(LifeExpectancy) FROM country WHERE GovernmentForm = "Republic"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT avg(LifeExpectancy) FROM country WHERE Continent  =  "Africa" AND GovernmentForm  =  "Republic"

select avg(LifeExpectancy) FROM country WHERE GovernmentForm = "Republic"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT avg(LifeExpectancy) FROM country WHERE Continent  =  "Africa" AND GovernmentForm  =  "Republic"

select sum(surfacearea) FROM country WHERE Continent = 'Asia' INTERSECT sum(surfacearea) FROM country WHERE Continent = 'Europe'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT sum(SurfaceArea) FROM country WHERE Continent  =  "Asia" OR Continent  =  "Europe"

select sum(surfacearea) FROM country WHERE region = 'Asia' OR region = 'Europe'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT sum(SurfaceArea) FROM country WHERE Continent  =  "Asia" OR Continent  =  "Europe"

select count(*) FROM city WHERE district = 'Gedderland'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT sum(Population) FROM city WHERE District  =  "Gelderland"

select sum(Population) FROM city WHERE District = "Gedderland"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT sum(Population) FROM city WHERE District  =  "Gelderland"

select avg(GNP), sum(GNP) FROM country WHERE GovernmentForm = "USA"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT avg(GNP) ,  sum(population) FROM country WHERE GovernmentForm  =  "US Territory"

select avg(GNP), sum(GNP) FROM country WHERE Region = "USA"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT avg(GNP) ,  sum(population) FROM country WHERE GovernmentForm  =  "US Territory"

select sum(T1.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode = T2.CountryCode WHERE T1.Name = "Aruban"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT COUNT(T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  "Aruba"

select count(*) FROM countrylanguage AS T1 JOIN country AS T2 ON T1.countrycode = T2.countrycode WHERE T2.name = "Aruban"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT COUNT(T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  "Aruba"

select count(*) FROM countrylanguage WHERE isofficial = 'Afghanistan'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT COUNT(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  "Afghanistan" AND IsOfficial  =  "T"

select count(*) FROM countrylanguage AS T1 JOIN country AS T2 ON T1.countrycode = T2.countrycode WHERE T2.name = 'Afghanistan'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT COUNT(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  "Afghanistan" AND IsOfficial  =  "T"

select Name FROM country ORDER BY Language DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name ORDER BY COUNT(*) DESC LIMIT 1

select Name FROM country GROUP BY Name ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name ORDER BY COUNT(*) DESC LIMIT 1

select DISTINCT Continent FROM countrylanguage GROUP BY Continent ORDER BY COUNT(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T1.Continent FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Continent ORDER BY COUNT(*) DESC LIMIT 1

select DISTINCT Continent FROM countrylanguage GROUP BY Continent ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T1.Continent FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Continent ORDER BY COUNT(*) DESC LIMIT 1

select count(*) FROM countrylanguage WHERE languages = 'English' INTERSECT count(*) FROM country WHERE languages = 'Dutch'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT COUNT(*) FROM (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "Dutch")

select count(*) FROM countrylanguage WHERE languages = 'english' INTERSECT count(*) FROM country	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT COUNT(*) FROM (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "Dutch")

select Name FROM country WHERE Language = "English" INTERSECT Name FROM country WHERE Language = "France"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "French"

select Name FROM country WHERE Language = "English" INTERSECT Name FROM country WHERE Language = "France"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "French"

select Name FROM country WHERE Language = "France" INTERSECT Name FROM country WHERE Language = "English"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English" AND T2.IsOfficial  =  "T" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "French" AND T2.IsOfficial  =  "T"

select Name FROM country WHERE Language = "English" INTERSECT Name FROM country WHERE Language = "France"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English" AND T2.IsOfficial  =  "T" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "French" AND T2.IsOfficial  =  "T"

select count(DISTINCT Continent) FROM countrylanguage WHERE Language = "Chinese"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT COUNT( DISTINCT Continent) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "Chinese"

select count(*) FROM country WHERE Language = "Chinese"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT COUNT( DISTINCT Continent) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "Chinese"

select region FROM country WHERE language = 'english' OR language = 'Dutch'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT DISTINCT T1.Region FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English" OR T2.Language  =  "Dutch"

select region FROM country WHERE language = 'Dutch' OR language = 'English'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT DISTINCT T1.Region FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English" OR T2.Language  =  "Dutch"

select country FROM country WHERE isOfficial = 'English' OR isOfficial = 'Dutch'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	select t1.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t2.language  =  "english" and isofficial  =  "t" union select t1.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t2.language  =  "dutch" and isofficial  =  "t"

select country FROM countrylanguage WHERE languages = 'english' OR languages = 'Dutch'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT * FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "English" AND IsOfficial  =  "T" UNION SELECT * FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "Dutch" AND IsOfficial  =  "T"

select t1.language FROM country AS t1 JOIN countrylanguage AS t2 ON t1.countrycode = t2.countrycode WHERE t1.Continent = "Asia" GROUP BY t1.language ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Continent  =  "Asia" GROUP BY T2.Language ORDER BY COUNT (*) DESC LIMIT 1

select Language FROM country WHERE Continent = "Asia" GROUP BY Language ORDER BY COUNT(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Continent  =  "Asia" GROUP BY T2.Language ORDER BY COUNT (*) DESC LIMIT 1

select DISTINCT T1.language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.countrycode = T2.countrycode WHERE T1.GovernmentForm = "Republic"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.GovernmentForm  =  "Republic" GROUP BY T2.Language HAVING COUNT(*)  =  1

select DISTINCT T1.language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.countrycode = T2.countrycode WHERE T1.GovernmentForm = "Republic"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.GovernmentForm  =  "Republic" GROUP BY T2.Language HAVING COUNT(*)  =  1

select name FROM city WHERE population IN ( max(population) FROM countrylanguage WHERE language = 'english')	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T1.Name ,  T1.Population FROM city AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode  =  T2.CountryCode WHERE T2.Language  =  "English" ORDER BY T1.Population DESC LIMIT 1

select T1.name FROM city AS T1 JOIN countrylanguage AS T2 ON T1.countrycode = T2.countrycode WHERE T2.language = 'english' GROUP BY T1.cityname ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T1.Name ,  T1.Population FROM city AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode  =  T2.CountryCode WHERE T2.Language  =  "English" ORDER BY T1.Population DESC LIMIT 1

select name, population, lifeexpectancy FROM country WHERE region = 'Asia' ORDER BY surfacearea DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Name ,  Population ,  LifeExpectancy FROM country WHERE Continent  =  "Asia" ORDER BY SurfaceArea DESC LIMIT 1
